epochs,walk_length,window,n_walks,d,neg_samples,mean_auc,std_auc,min_auc,max_auc,n_windows,time_seconds
3,30,3,30,64,10,0.6993992580382968,0.008846379862193785,0.6848189525672909,0.7068118789037017,4,327.7029838562012
3,30,3,30,64,15,0.6995141349916533,0.009069842127746803,0.6846895249715359,0.7077383341167742,4,425.55656027793884
3,30,3,30,128,5,0.6996745650126122,0.00904170093506766,0.6849005309595799,0.7078653299406281,4,220.37810349464417
3,30,3,30,128,10,0.6998867199367245,0.00906385905082568,0.6850759437821232,0.7081499041121404,4,326.02592611312866
3,30,3,30,128,15,0.6995636567143033,0.00903647307225846,0.6847981477207055,0.7078163334057417,4,431.67771339416504
3,30,5,10,32,5,0.6973977892188984,0.008824511878156388,0.6828762645033813,0.7053511499612929,4,118.2796585559845
3,30,5,10,32,10,0.6972945858332837,0.00886561396399351,0.6826334845403242,0.7049117732479766,4,174.58478116989136
3,30,5,10,32,15,0.6970750469914129,0.00887020467267525,0.6824095415053232,0.7044972243994774,4,230.88177371025085
3,30,5,10,64,5,0.6970755782735435,0.008778314611353864,0.6825038913970578,0.7041909599143135,4,119.12744140625
3,30,5,10,64,10,0.6976074320255317,0.008897068089786268,0.6829631539831863,0.7055174543188067,4,175.20217323303223
3,30,5,10,64,15,0.6972884214001492,0.008858162514423592,0.6826512756524508,0.7050081515644591,4,231.71068596839905
3,30,5,10,128,5,0.697209434790746,0.008856880662407885,0.6825913149770801,0.7048494714531988,4,120.16181874275208
3,30,5,10,128,10,0.6973983469316537,0.008765892698467429,0.6830072732381284,0.7052494514204711,4,175.67865014076233
3,30,5,10,128,15,0.6975057638075253,0.008869469311999955,0.6829151402362291,0.7053306526699035,4,230.40626120567322
3,30,5,15,32,5,0.6975051954810612,0.008876918681754224,0.6829217400353704,0.7055345911461416,4,176.57372331619263
3,30,5,15,32,10,0.6977023128155404,0.008967958688007248,0.6830278860851272,0.7059234481864207,4,261.14911913871765
3,30,5,15,32,15,0.6975727137796375,0.008883030468420672,0.6829627804747388,0.7054787991952097,4,346.6026859283447
3,30,5,15,64,5,0.6975322842694844,0.008881382118839543,0.6829418336751205,0.7055473752821388,4,177.11410927772522
3,30,5,15,64,10,0.6975427095886391,0.008948914562806023,0.6828744693020987,0.7056865252947355,4,260.1574294567108
3,30,5,15,64,15,0.6971657145330267,0.008660944208473331,0.682836177780382,0.7044670652432642,4,344.87467193603516
3,30,5,15,128,5,0.6975800839714932,0.008577214424298815,0.6833670990376048,0.7047218947303799,4,177.9922251701355
3,30,5,15,128,10,0.6977028506796159,0.00870060179085655,0.6833452926420904,0.7052284705489225,4,263.6232662200928
3,30,5,15,128,15,0.6975762960141777,0.008766334320469504,0.6831244317951417,0.7051706155397724,4,347.0446331501007
3,30,5,20,32,5,0.6982013044285096,0.008937232187569184,0.6835720311658416,0.706350002442232,4,234.47326588630676
3,30,5,20,32,10,0.6982942185479915,0.008961681520928327,0.6836395728256901,0.7064647618926974,4,347.82690167427063
3,30,5,20,32,15,0.6980632059965313,0.008936386050958556,0.6834359919930144,0.7062077094988755,4,458.0067386627197
3,30,5,20,64,5,0.6979277472802242,0.008983317059999406,0.6831674296108257,0.7058286990444301,4,236.09501028060913
3,30,5,20,64,10,0.6979098152863892,0.008750064472254342,0.6834856183125243,0.7054338548559486,4,347.4476628303528
3,30,5,20,64,15,0.6980574779822634,0.008915013904159757,0.6834572421226311,0.7061851566191265,4,9242.529580116272
3,30,5,20,128,5,0.6983883507493055,0.008916313323445647,0.683790421800894,0.7065805290772889,4,252.42243361473083
3,30,5,20,128,10,0.6982021635634871,0.0088935584990975,0.6836171081017464,0.7062231313050598,4,349.77003026008606
3,30,5,20,128,15,0.6983790564610526,0.009038001054152733,0.683568835472,0.7065981308344426,4,455.99388098716736
3,30,5,30,32,5,0.6993408061663944,0.009026124672776671,0.6845662527800626,0.7074957053227257,4,350.11051630973816
3,30,5,30,32,10,0.6989879658609215,0.009069816634117909,0.6841626281754768,0.7072305501094027,4,521.0323967933655
3,30,5,30,32,15,0.6990968342105086,0.009028203739990715,0.6843176362792938,0.7072814414929629,4,685.8589763641357
3,30,5,30,64,5,0.6990338666585989,0.009034489725208978,0.6842362620635563,0.7072072943338041,4,350.20931005477905
3,30,5,30,64,10,0.698917488865449,0.008983829200390682,0.6841911484937804,0.7069507904965671,4,519.2717337608337
3,30,5,30,64,15,0.6989297370834542,0.009041578268920172,0.6841254174945538,0.7071383237378905,4,685.5498895645142
3,30,5,30,128,5,0.6994779730386109,0.009021570190630898,0.684727272661761,0.7077068626798225,4,351.50445795059204
3,30,5,30,128,10,0.6992192116146765,0.00901813951197696,0.6844514459476707,0.7074190791265975,4,520.844562292099
3,30,5,30,128,15,0.6989991359987099,0.008981721272883686,0.6842971664794527,0.7072320881872702,4,689.8881003856659
3,30,7,10,32,5,0.6975358033250443,0.008921715878597912,0.6828602249433957,0.7055866965518263,4,158.57910680770874
3,30,7,10,32,10,0.6970835698283977,0.008738629747304796,0.6826256953117253,0.704488899525878,4,235.71277475357056
3,30,7,10,32,15,0.6974139272064819,0.008804987961220416,0.6829731386567752,0.7053580065945292,4,309.37291431427
3,30,7,10,64,5,0.6971053644892138,0.008822750811794492,0.6825256781111986,0.704638139081047,4,158.7354600429535
3,30,7,10,64,10,0.6970892488742866,0.00888739284420923,0.6823745895226733,0.7047059778556857,4,234.2942361831665
3,30,7,10,64,15,0.6969642967892741,0.008814886521947536,0.6823263231744903,0.7042039641275698,4,310.29397320747375
3,30,7,10,128,5,0.6974849190290281,0.008649660009548544,0.6831797195666582,0.7049399666485737,4,159.65599751472473
3,30,7,10,128,10,0.6972295616251815,0.00865938835350917,0.6828977307290733,0.7046356721481649,4,234.7637505531311
3,30,7,10,128,15,0.6972253040251484,0.008756831456076196,0.6827928253009404,0.7048624767196888,4,307.5973970890045
3,30,7,15,32,5,0.6977668591983531,0.008921773955009364,0.6831196676155388,0.7058463689701179,4,236.60786724090576
3,30,7,15,32,10,0.6977571071572691,0.008975166889790822,0.6830631179191454,0.7059764384057422,4,349.1257600784302
3,30,7,15,32,15,0.6977679727994839,0.00895201007457027,0.6831004456070571,0.70596929950584,4,460.71920371055603
3,30,7,15,64,5,0.6975919947894471,0.008876606537421733,0.6829977205507369,0.7055195237612422,4,237.07525992393494
3,30,7,15,64,10,0.6976548149601398,0.008931329866646787,0.6830097603381622,0.7057759458513306,4,350.456006526947
3,30,7,15,64,15,0.6972424449895077,0.008918295426008924,0.6825464860213333,0.7049666195731707,4,462.0459930896759
3,30,7,15,128,5,0.6978696930204867,0.008939029910704584,0.6832182952776262,0.7060906262905146,4,238.42440485954285
3,30,7,15,128,10,0.6977750881393538,0.008944533494115314,0.6831146007624125,0.7060060195634343,4,351.3816134929657
3,30,7,15,128,15,0.6977156368722796,0.008985290496660024,0.6829953859073338,0.7060179786932723,4,464.2951545715332
3,30,7,20,32,5,0.698077443481989,0.008960979996133218,0.6834275381158068,0.7063158417914499,4,314.27882146835327
3,30,7,20,32,10,0.6981398116772588,0.008947729189917295,0.6834806641413756,0.7063097128131597,4,465.1268165111542
3,30,7,20,32,15,0.6980583855436989,0.008969732222555716,0.6833820991533287,0.7063227630446326,4,617.7738020420074
3,30,7,20,64,5,0.6979444473365088,0.008970333129931575,0.683233399142121,0.7060603559290127,4,313.1369080543518
3,30,7,20,64,10,0.6980378462196848,0.00896271019893285,0.6833382617577957,0.7061248121702977,4,468.9137964248657
3,30,7,20,64,15,0.6978917993727435,0.008963527110501026,0.6831722191097624,0.7060250623713148,4,615.4186136722565
3,30,7,20,128,5,0.6982776301848093,0.00895020965521087,0.6836397050345766,0.7065752813802513,4,314.8500554561615
3,30,7,20,128,10,0.6981356145632115,0.00902798442006419,0.6833540114776976,0.7064549110615213,4,468.5620813369751
3,30,7,20,128,15,0.6979284241562518,0.0089863536808226,0.6832022526927073,0.7062126549178045,4,615.7868549823761
3,30,7,30,32,5,0.69881276572174,0.009013769328337702,0.6840425450873524,0.7069806130230453,4,470.3664610385895
3,30,7,30,32,10,0.6985513254686733,0.008986491623245161,0.68382982857041,0.7066471252952684,4,696.0621817111969
3,30,7,30,32,15,0.6984775522703581,0.00901999037141847,0.6837141878218737,0.706676937629684,4,922.5002582073212
3,30,7,30,64,5,0.6987733615499192,0.008976580099463007,0.6840520988173805,0.7068881095538148,4,470.62277603149414
3,30,7,30,64,10,0.698323749199049,0.008983465748082014,0.6835853348218242,0.7065048865853523,4,695.996297121048
3,30,7,30,64,15,0.6984337435301777,0.009017692316136524,0.6836516352808059,0.7065848209727296,4,922.7074384689331
3,30,7,30,128,5,0.6986887595783557,0.00906170207073016,0.6838466417924463,0.7070358862644188,4,478.2662115097046
3,30,7,30,128,10,0.6985271840370693,0.008998008154912153,0.6837939834472861,0.7067836468413213,4,699.1120994091034
3,30,7,30,128,15,0.6983552944142987,0.009012073249931666,0.683574437854142,0.7065492286855108,4,928.9286818504333
3,30,10,10,32,5,0.6973925233379724,0.008894726156621374,0.6827636187089741,0.7054028178698489,4,212.0137858390808
3,30,10,10,32,10,0.6973457241996984,0.00890902381966179,0.6826928226200928,0.7053506989665678,4,312.34671425819397
3,30,10,10,32,15,0.6975435460423707,0.008795128468783045,0.6830539295881697,0.7054241350470606,4,410.47892665863037
3,30,10,10,64,5,0.6972167081834528,0.00889538411845418,0.6825821318464149,0.7052836003560523,4,211.8233346939087
3,30,10,10,64,10,0.6970999206488883,0.008787196588172317,0.6825417324483045,0.7045204299439239,4,313.79988718032837
3,30,10,10,64,15,0.6974182158706848,0.008896322914643222,0.6827628011274686,0.7052766047769687,4,415.1675260066986
3,30,10,10,128,5,0.6970791109729795,0.008709860512430131,0.6826724714362473,0.7045207460923117,4,213.31729984283447
3,30,10,10,128,10,0.6975010058041685,0.00884565707759058,0.6829878404111143,0.7055799546400592,4,315.4484295845032
3,30,10,10,128,15,0.6971641030512259,0.008858152448882798,0.6825768836260202,0.7050680204052986,4,416.17172169685364
3,30,10,15,32,5,0.6973660812694286,0.008941113221239525,0.6826845179815019,0.7054460007970603,4,316.5733985900879
3,30,10,15,32,10,0.6976452004238305,0.008930145179454724,0.683025003130757,0.7058503503722262,4,471.19474697113037
3,30,10,15,32,15,0.6975504589864306,0.008891031060291458,0.6829794709617217,0.7056695641792102,4,620.4682800769806
3,30,10,15,64,5,0.6973998007917672,0.008939526395693688,0.6827280799021657,0.7055776794605482,4,317.55083203315735
3,30,10,15,64,10,0.6974860680258375,0.008919200861624949,0.682860127476188,0.7056504397214027,4,468.61046862602234
3,30,10,15,64,15,0.6974605054337918,0.008913828799329929,0.6827974767856936,0.7054798091330253,4,627.0697786808014
3,30,10,15,128,5,0.6975467035500331,0.008984134193031115,0.6828219943451197,0.7058885078995522,4,317.7608540058136
3,30,10,15,128,10,0.6975055320673994,0.008962244128303274,0.6828063271737126,0.7057235464637793,4,470.74065041542053
3,30,10,15,128,15,0.6975471620085393,0.008967367247273858,0.6828473484079736,0.7058549915848186,4,623.0338830947876
3,30,10,20,32,5,0.6978187119553542,0.008911180588155364,0.6831874573199053,0.7058563405505014,4,423.3469045162201
3,30,10,20,32,10,0.6978647864919499,0.008950529223507395,0.6831938721733466,0.705989716686644,4,625.3582870960236
3,30,10,20,32,15,0.697733767516651,0.008968319356504762,0.683035857298853,0.7058934977325414,4,824.959148645401
3,30,10,20,64,5,0.6979001974167687,0.008995488111356502,0.6831339914463154,0.706051490811274,4,421.85674381256104
3,30,10,20,64,10,0.6979398525003832,0.008978549297060405,0.6832433570547056,0.7062119343114232,4,624.7888913154602
3,30,10,20,64,15,0.6977535605758731,0.008966212520630757,0.6830624980524193,0.7059387123640102,4,832.2694034576416
3,30,10,20,128,5,0.6980039315177404,0.008971763409915484,0.6832801503592145,0.7062618480023268,4,422.78857254981995
3,30,10,20,128,10,0.6978088576022711,0.008960797342501058,0.6831310666577631,0.7061264776408476,4,625.6707918643951
3,30,10,20,128,15,0.697761535288673,0.008951601418539032,0.6830583810025571,0.7059035340138892,4,830.5046021938324
3,30,10,30,32,5,0.6980795723760916,0.008948246584522928,0.6833950638365899,0.7061167211470153,4,630.8787474632263
3,30,10,30,32,10,0.6980523270261652,0.00889828122311569,0.6834893544396349,0.70608962644754,4,934.2701823711395
3,30,10,30,32,15,0.6979365886029187,0.008947578888080907,0.6832989679405705,0.7060953071695131,4,1240.3500175476074
3,30,10,30,64,5,0.6988509281625628,0.00899069395258065,0.6840854508678365,0.7070161457782473,4,631.48837018013
3,30,10,30,64,10,0.6988062445649709,0.008920121179696861,0.6842706958429778,0.7069390907377118,4,960.4553146362305
3,30,10,30,64,15,0.6981958537870647,0.009106557213847406,0.6832888576099714,0.7063060589505683,4,1402.9495615959167
3,30,10,30,128,5,0.6985748274237947,0.008934042601225404,0.6839121262274412,0.706556158688636,4,739.6334688663483
3,30,10,30,128,10,0.6986352707529341,0.00895687228811694,0.6839900272535551,0.7067987227817203,4,1183.4071679115295
3,30,10,30,128,15,0.6976144125146306,0.008940129693446345,0.682971835464087,0.7057499519108342,4,1317.501134634018
3,40,3,10,32,5,0.6976785964621375,0.008936172065353106,0.6829831442860712,0.7057175913986995,4,106.4583990573883
3,40,3,10,32,10,0.697421309121669,0.008943764413370215,0.6827109813195211,0.7054767704238037,4,155.03058242797852
3,40,3,10,32,15,0.6974852136571408,0.008933222105835938,0.6827918708766083,0.7054967277141077,4,207.38257098197937
3,40,3,10,64,5,0.6973009500454169,0.008751735842139523,0.6828679638165115,0.7049433584827924,4,106.43427324295044
3,40,3,10,64,10,0.6973215683983265,0.008832024607193461,0.6827639642206998,0.70499205926962,4,157.07405400276184
3,40,3,10,64,15,0.6972145026664192,0.00891032307355095,0.6824763536800169,0.7047519495678334,4,204.02398443222046
3,40,3,10,128,5,0.697449417012797,0.008633578762152297,0.6831468307686237,0.7047805242390761,4,106.13014078140259
3,40,3,10,128,10,0.6971685404889536,0.008720053700663194,0.6826923407289345,0.7044089309327066,4,155.34651589393616
3,40,3,10,128,15,0.6971377619424537,0.008684117418482672,0.6826604231017769,0.7039476862494977,4,205.75290870666504
3,40,3,15,32,5,0.6978422796286473,0.008922823392862846,0.6832137412085925,0.7059324766688277,4,161.97722101211548
3,40,3,15,32,10,0.698039430132557,0.009013784790838416,0.6833122013537438,0.7063582020944311,4,270.6137478351593
3,40,3,15,32,15,0.6981512442666511,0.008950690758312667,0.6835080686455095,0.7063276171076797,4,334.1817464828491
3,40,3,15,64,5,0.697482150857846,0.008923307070596428,0.6827470272853338,0.7051081274198286,4,197.65575098991394
3,40,3,15,64,10,0.6976770037841282,0.008907231339114266,0.6830006934164181,0.7053535235614541,4,303.48596930503845
3,40,3,15,64,15,0.6980647018553787,0.00892149090265682,0.6834421498172425,0.7061407387833538,4,380.2486660480499
3,40,3,15,128,5,0.6981013628859873,0.008931822111556891,0.6834715392438916,0.7062717382892625,4,224.43843746185303
3,40,3,15,128,10,0.6983361746402653,0.00897506390557772,0.6836751690161238,0.7066607763723346,4,309.22159814834595
3,40,3,15,128,15,0.698246494081006,0.008842818566853495,0.6837482588152705,0.7061115976019406,4,402.49863839149475
3,40,3,20,32,5,0.6988268224431329,0.008959035172213033,0.6841781988193365,0.7069854905651048,4,288.436243057251
3,40,3,20,32,10,0.6992225506984278,0.009064766117754182,0.6844604847697169,0.7075954911423056,4,411.39715909957886
3,40,3,20,32,15,0.6988863145384097,0.009038875312250234,0.684125234659871,0.7071498792523222,4,527.4458043575287
3,40,3,20,64,5,0.6987732799443511,0.008925978304467914,0.6841366030923464,0.7067253926241434,4,287.97018694877625
3,40,3,20,64,10,0.6989945874963504,0.008855706405175402,0.6844397811361074,0.7066823373650756,4,424.60956835746765
3,40,3,20,64,15,0.6985512517545959,0.00869933705899256,0.6841780825074388,0.7057656723655213,4,525.255045413971
3,40,3,20,128,5,0.699308315278391,0.009024603983618481,0.6845783470935168,0.7075819813282013,4,467.35596799850464
3,40,3,20,128,10,0.6993066997381496,0.00901318603039611,0.68456458780537,0.7075290386664379,4,441.51250290870667
3,40,3,20,128,15,0.6991045630287267,0.009015821774678391,0.6843359471521674,0.7072379470839998,4,553.9242444038391
3,40,3,30,32,5,0.7012273872551087,0.00916143990126979,0.6862861824628961,0.7094270482734208,4,385.302592754364
3,40,3,30,32,10,0.7006127493971763,0.009139795502788307,0.6856877487010316,0.7087503770713214,4,441.4025950431824
3,40,3,30,32,15,0.7003253385590795,0.009121921953495173,0.6854378080389953,0.7085963703043869,4,579.6017727851868
3,40,3,30,64,5,0.7012378614177337,0.009186388885834292,0.6862547620188995,0.7094084717078504,4,297.3297712802887
3,40,3,30,64,10,0.7005387073573699,0.009070554460462293,0.6856879260393463,0.7085065597920179,4,439.486328125
3,40,3,30,64,15,0.7005439840069998,0.009133113774323158,0.6856289774808626,0.7086808764881456,4,579.9655265808105
3,40,3,30,128,5,0.7015164703483814,0.009191240845775921,0.6865464969207724,0.7098280383891553,4,298.7363004684448
3,40,3,30,128,10,0.7006767630107829,0.009133016777267952,0.6857657896206494,0.7088564896503006,4,627.5111503601074
3,40,3,30,128,15,0.7004411448000814,0.009092987976861514,0.6855813181530941,0.7086034538852077,4,1134.2645752429962
3,40,5,10,32,5,0.6973582530825949,0.008908005217216028,0.682710709114154,0.7052924077565771,4,308.16033244132996
3,40,5,10,32,10,0.6975523626456904,0.00886043617629784,0.682975483778032,0.7054545633450257,4,458.8389925956726
3,40,5,10,32,15,0.6973581733195114,0.008882229943338083,0.6828099088618957,0.7053589151950469,4,608.9542825222015
3,40,5,10,64,5,0.6969856886503546,0.008636982127781143,0.6826867689565415,0.7042473716366405,4,313.54986548423767
3,40,5,10,64,10,0.6973573036689369,0.008901002559232329,0.6826680095053902,0.7050472987426968,4,461.9183506965637
3,40,5,10,64,15,0.6973482267421698,0.008789585444755279,0.6827939229526393,0.7048305876674228,4,613.3849248886108
3,40,5,10,128,5,0.6974374578609628,0.008821664166541307,0.6828981186542233,0.7051501892687504,4,312.77783203125
3,40,5,10,128,10,0.6972839278645779,0.008531044663464356,0.6831298293700014,0.7041339606333431,4,461.93374395370483
3,40,5,10,128,15,0.6976406802655263,0.008875923091075481,0.6830577448398082,0.7055921958745272,4,616.1792879104614
3,40,5,15,32,5,0.6981182208490733,0.008919171899631631,0.6835104580595106,0.7062610613014718,4,462.4590792655945
3,40,5,15,32,10,0.6983336035694073,0.008979301811443588,0.6836575081048432,0.7066279331226276,4,682.7278270721436
3,40,5,15,32,15,0.6983038085554634,0.008998295001942658,0.6836042277433235,0.706640310240463,4,905.5442063808441
3,40,5,15,64,5,0.6980663510286171,0.008939854335355686,0.68342614828131,0.706199752852026,4,464.96402883529663
3,40,5,15,64,10,0.6981873276839551,0.008960842175406379,0.6835039345787892,0.7062952683755602,4,686.2969508171082
3,40,5,15,64,15,0.6981429855590178,0.00893492448377375,0.6835088460275842,0.7062515184358669,4,909.4371910095215
3,40,5,15,128,5,0.6983297074925506,0.008966301531751403,0.683661689952635,0.706606542024605,4,467.5337874889374
3,40,5,15,128,10,0.6983767901982241,0.008988461377905675,0.6836693726649707,0.7065994192472822,4,690.469012260437
3,40,5,15,128,15,0.6981667132371916,0.008975618158268542,0.6834744729913947,0.7063673991428614,4,786.5880637168884
3,40,5,20,32,5,0.6989403653345868,0.009042941670434334,0.6841648579244961,0.7071616516843116,4,366.27688336372375
3,40,5,20,32,10,0.6988693878272008,0.009018180607451833,0.6841369038608057,0.7071310577207671,4,580.3059601783752
3,40,5,20,32,15,0.6986816451816373,0.008985046186328194,0.6839741628951229,0.7068614151804156,4,869.8510513305664
3,40,5,20,64,5,0.6988603515780999,0.009007879037763377,0.6841199446953989,0.7071023802539028,4,423.26307487487793
3,40,5,20,64,10,0.6987146533646371,0.008989320090629947,0.6839979866249895,0.706808530090034,4,638.3326938152313
3,40,5,20,64,15,0.6986628211104051,0.009029965302156738,0.6838848116732343,0.7068852991694834,4,741.5017766952515
3,40,5,20,128,5,0.6992016922386014,0.009045925756686609,0.6843982859270021,0.7075131353217475,4,438.2356216907501
3,40,5,20,128,10,0.698867026156676,0.00905655306184645,0.6840471082054416,0.7072010527081053,4,733.4919261932373
3,40,5,20,128,15,0.6988227221813992,0.009019497546377576,0.6840654955511996,0.707145855996322,4,915.5142657756805
3,40,5,30,32,5,0.7001840693976724,0.009057499760654605,0.6853716642071905,0.7082724054307723,4,653.3560116291046
3,40,5,30,32,10,0.6994837566712876,0.009046636925565428,0.6846869088162693,0.7075902356999485,4,838.2364044189453
